id,file_name,source_path,jurisdiction,court,title,relevant_law,gdpr_articles,decided,published,fine,fine_amount,fine_currency,parties,national_case_number_name,european_case_law_identifier,appeal_from,appeal_to,original_languages,original_source
FR_11,MT_CE_-_450163.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_450163.md,France,CE (France),CE - 450163,Article 28 GDPRArticle 44 GDPRArticle 45(3) GDPRArticle 46(1) GDPRArticle 46(1) GDPRArticle 46(2)(c) GDPRArticle 52 CFRArticle L1111-8 Code de la santé publique,"28,44,45,46",12/03/2021,,,,,Marie CITRINI in her capacity as user representative on the AP-HP Supervisory BoardActions TraitementsActup santé sud ouestAssociation ConstancesFédération SUD Santé SociauxFédération des Médecins de FranceInterHopLes ActupienNEsDidier SICARDSyndicat National des Jeunes Médecins GénéralistesSyndicat de la Médecine GénéraleUnion française pour une médecine libreLigue des droits de l'Homme,450163,ECLI:FR:CEORD:2021:450163.20210312,,,French,Legifrance (in French)
FR_12,MT_CE_-_451423.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_451423.md,France,CE (France),CE - 451423,Article 55(1) GDPRArticle 56 GDPRArticle 83 GDPRArticle 49 TFEUArticle 50 Charter of Fundamental RightsArticle 56 TFEUDirective 2002/58/CERegulation 2016/679Code de justice administrativeDécret n° 2019-536 du 29 mai 2019Loi n° 78-17 du 6 janvier 1978,"55,56,83",27/06/2022,27/06/2022,,,,Amazon Europe CoreCNIL,451423,ECLI:FR:CECHR:2022:451423.20220627,CNIL (France)SAN-2020-013,Not appealed,French,Conseil d'etat Website (in French)
FR_13,MT_CE_-_461093.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_461093.md,France,CE (France),CE - 461093,Article 9(2)(d) GDPRArticle 17(1) GDPRArticle 21 GDPR,"17,21",02/02/2024,,,,,Association diocésaine d'Angers,461093,,CNIL (France),,French,Légifrance (in French)
FR_14,MT_CE_-_464445.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_464445.md,France,CE (France),CE - 464445,Article 4(7) GDPRArticle 16 GDPRArticle 56 GDPR,"4,16,56",04/05/2023,04/05/2023,,,,CNIL,464445,ECLI:FR:CECHR:2023:464445.20230504,,Unknown,French,Conseil d'État (in French)
FR_15,MT_CE_-_466115.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_466115.md,France,CE (France),CE - 466115,Article 5 GDPRArticle 46 GDPR,"5,46",30/01/2024,,,,,Association of Accidental Americans,466115,ECLI:FR:CECHR:2024:466115.20240130,CNIL (France),,French,Légifrance (in French)
FR_16,MT_CE_-_466856.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_466856.md,France,CE (France),CE - 466856,Article 16 GDPR,16,26/06/2023,,,,,,466856,ECLI:FR:CECHS:2023:466856.20230626,CNIL (France),Unknown,French,Légifrance (in French)
FR_17,MT_CE_-_467271.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_467271.md,France,CE (France),CE - 467271,Article 6(1)(e) GDPRArticle 21(1) GDPRArticle 5 Bioethics LawArticle L.2143-2 Code de la santé publique,21,31/05/2024,04/06/2024,,,,ACBD,467271,ECLI:FR:CECHR:2024:467271.20240531,,Unknown,French,LegiFrance (in French)
FR_18,MT_CE_-_472221.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_472221.md,France,CE (France),CE - 472221,Article 83(2)(a) GDPRArticle 20-III-7 de la loi 78-17 du 6 janvier 1978Article 82 de la loi 78-17 du 6 janvier 1978L.761-1 Code de justice administrative,,29/04/2024,14/05/2024,,,,VOODOO,472221,ECLI:FR:CECHR:2024:472221.20240514,CNIL (France)SAN-2022-026,Unknown,French,LegiFrance (in French)
FR_19,MT_CE_-_473254.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_473254.md,France,CE (France),CE - 473254,Article 31 GDPRArticle 58(1)(a) GDPR,31,30/01/2024,,,,,,473254,ECLI:FR:CECHR:2024:473254.20240130,CNIL (France),,French,Légifrance (in French)
FR_20,MT_CE_-_474251.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_474251.md,France,CE (France),CE - 474251,Article 12 GDPRArticle 13 GDPRArticle 14 GDPRArticle 21(1) GDPRArticle 1 Décret n° 2023-255 du 6 avril 2023,"12,13,14,21",08/07/2024,,,,,La Ligue des droits de l'HommeLe Conseil national des barreaux,474251,ECLI:FR:CECHR:2024:474251.20240708,,Unknown,French,Conseil d'État (in French)
FR_21,MT_CE_-_474625.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_474625.md,France,CE (France),CE - 474625,Article 17 GDPRArticle 20 Loi Informatique et LibertésArticle 8 Loi Informatique et Libertés,17,14/02/2024,,,,,Societe.com,474625,ECLI:FR:CECHS:2024:474625.20240214,CNIL (France),,French,Légifrance (in French)
FR_22,MT_CE_-_489838.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_489838.md,France,CE (France),CE - 489838,Article 55(3) GDPRArticle 45 Loi n° 2024-449 du 21 mai 2024 visant à sécuriser et à réguler l'espace numérique,55,24/07/2024,,,,,M.A.B.Tribunal administratif de Cergy-Pontoise,489838,ECLI:FR:CECHS:2024:489838.20240724,CNIL (France)n/a,Unknown,French,Conseil d'Etat (in French)
FR_23,MT_CE_-_490202.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_490202.md,France,CE (France),CE - 490202,Article 4(11) GDPRArticle 7(1) GDPRArticle 13(1) GDPRArticle 14(1) GDPRArticle 13 Directive 2002/58/CE,"4,7,13,14",05/05/2025,,,,,,490202,,,Unknown,French French,Ariane Web (in French) Légifrance (in French)
FR_24,MT_CE_-_490417.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_490417.md,France,CE (France),CE - 490417,Article 9 GDPRArticle 17 GDPRArticle 21 GDPRArticle L.114-5 French Code of relations between public and administrationArticle L.114-6 French Code of relations between public and administration,"9,17,21",27/01/2025,27/01/2025,,,,French DPAA data subject,490417,FR:CECHR:2025:490417.20250127,,,French,LégiFrance (in French)
FR_25,MT_CE_-_495153.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_495153.md,France,CE (France),CE - 495153,Article 21 GDPRArticle R. 253-6 Code de la sécurité intérieure,21,21/06/2024,,,,,VeesionCNIL (France),495153,ECLI:FR:CEORD:2024:495153.20240621,,Unknown,French,Légifrance (in French)
FR_26,MT_CE_-_N_391000_et_al..md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_N_391000_et_al..md,France,CE (France),CE - N° 391000 et al.,Article 17 GDPR,17,06/12/2019,,,,,,N° 391000N° 393769N° 395335N° 397755N° 399999N° 401258N° 403868N° 405464N° 405910N° 407776N° 409212N° 423326N° 429154,,CNIL (France),,French,CONSEIL D'ETAT (in French)
FR_27,MT_CE_-_N_399922.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_N_399922.md,France,CE (France),CE - N° 399922,Article 17 GDPR,17,27/03/2020,,,,,Google Inc.CNIL,N° 399922,,CNIL (France),,French,(in French)
FR_28,MT_CE_-_N_428451.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_N_428451.md,France,CE (France),CE - N° 428451,Article 6 GDPRArticle 9(3) GDPRArticle 25 GDPRArticle 28 GDPRArticle L. 6113-7 Code de la santé publiqueArticle R. 6113-7 Code de la santé publiqueLoi informatique et libertés (version au 26/12/2018)Décret n°2018-1254 du 26 décembre 2018 relatif aux départements d'information médicale,"6,9,25,28",25/11/2020,,,,,Conseil national de l'ordre des médecins,428451,ECLI:FR:CECHR:2020:428451.20201125,,,French,Légifrance (in French)
FR_29,MT_CE_-_N_429571.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_N_429571.md,France,CE (France),CE - N° 429571,Article 6(1)(a) GDPRArticle 6(1)(b) GDPRArticle 6(1)(f) GDPR,,10/12/2020,,,,,CdiscountCNIL,429571,ECLI:FR:CECHR:2020:429571.20201210,CNIL (France),Not appealed,French,Legifrance (in French)
FR_30,MT_CE_-_N_430810.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_N_430810.md,France,CE (France),CE - N° 430810,Article 6(1)(a) GDPRArticle 12 GDPRArticle 13 GDPR,"12,13",19/06/2020,19/06/2020,,,,,N° 430810,,CNIL (France)CNIL-SAN-2019-001,Unknown,French,Conseil d'Etat (in French)
FR_31,MT_CE_-_N_431350.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_N_431350.md,France,CE (France),CE - N° 431350,Article 2(2)(a) GDPR,,27/03/2020,,,,,"CRPA, LDH and MGEN ASSFrench Republic",N° 431350,ECLI:FR:CECHR:2020:431350.20200327,,,French,Légifrance (in French)
FR_32,MT_CE_-_N_433069.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_N_433069.md,France,CE (France),CE - N° 433069,"Article 4(11) GDPRePrivacy Directive 2002/58/ECArticles 8, 20 and 82 of the French Data Protection Act",4,16/10/2019,,,,,La Quadrature du NetCaliopenCNIL,N°433069,,CNIL (France),,French,CONSEIL D'ETAT (in French)
FR_33,MT_CE_-_N_433311.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_N_433311.md,France,CE (France),CE - N° 433311,Article 5(1)(e) GDPRArticle 83 GDPRLoi Informatique & LibertésCode de justice administrative,83,04/11/2020,,,,,SERGIC SAS,N° 433311,ECLI:FR:CECHR:2020:433311.20201104,CNIL (France)CNIL - SAN-2019-005,Not appealed,French,Legifrance (in French)
FR_34,MT_CE_-_N_434376.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_N_434376.md,France,CE (France),CE - N° 434376,Article 35 GDPR,35,06/11/2019,,,,,Le service intégré de l'accueil et de l'orientation (SIAO)Office français de l'immigration et de l'intégration (OFII),N° 434376,ECLI:FR:CECHR:2019:434376.20191106,CNIL (France),,French,CONSEIL D'ETAT (in French)
FR_35,MT_CE_-_N_434684.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_N_434684.md,France,CE (France),CE - N° 434684,Article 7 GDPR,7,12/06/2020,19/06/2020,,,,,N° 434684,,CNIL (France)[1],Not appealed,French,Conseil d'Etat (in French)
FR_36,MT_CE_-_N_441065.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_N_441065.md,France,CE (France),CE - N° 441065,Article 4(1) GDPRArticle 4(2) GDPRArticle 7 GDPRArticle 8 GDPRArticle 9(1) GDPRArticle 9(2)(a) GDPRArticle 9(2)(g) GDPRArticle 9(2)(h) GDPRArticle 35 GDPRL 521-2 Code of Administrative Justice,"4,7,8,9,35",26/06/2020,,,,,Ligue des droits de l'HommeCommune de Lisses,N° 441065,,TA Versailles (France),Not appealed,French,Conseil d'Etat (in French)
FR_37,MT_CE_-_N_444937.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_N_444937.md,France,CE (France),CE - N° 444937,Article 28 GDPRArticle 44 GDPRArticle 45 GDPRArticle 46 GDPRArticle 48 GDPRArticle 49 GDPRArticle 702 Foreign Intelligence Surveillance ActArticle L. 1461-1 code de la santé publiqueArticle L. 1462-1 code de la santé publiqueArticle L. 3131-1 code de la santé publiqueArticle L. 3131-16 code de la santé publiqueExecutive Order 12333Arrêté du 10 juillet 2020,"28,44,45,46,48,49",13/10/2020,14/10/2020,,,,"Syndicat de la Médecine Générale (SMG)Association Française des Hémophiles (AFH)Conseil national du logiciel libre (CNLL)ConstanceLes ActupiennesNexediPLOSS Auvergne Rhône-AlpesSoLibreSyndicat national des journalistes (SNJ)Union française pour une médecine libre (UFML)Union fédérale médecins, ingénieurs, cadres, techniciens CGT santé et action sociale (UFIMCT-CGT santé et action sociale)Union générale des ingénieurs, cadres et techniciens CGT (UGICT-CGT)InterHop",N° 444937,,,,French,Conseil d'Etat (in French)
FR_38,MT_CE_-_N_472864.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_N_472864.md,France,CE (France),CE - N° 472864,Article 32 GDPRarticle 8 de la loi du 6 janvier 1978articles 87 and 90 de la loi du 6 janvier 1978articles L. 233-1 et L. 233-1-1 du code de la sécurité intérieure,32,30/04/2024,,,,,Municipality of Beaucaire,N° 472864,FR:CECHR:2024:472864.20240430,Francen° MED-2023-006 du 6 février 2023,Unknown,French,Conseil d'Etat (in French)
BE_2,MT_CFI_Brussels_-_2020_813_A.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CFI_Brussels_-_2020_813_A.md,Belgium,CFI Brussels (Belgium),CFI Brussels - 2020/813/A,Article 6(1) GDPR,6,05/06/2020,,,,,,2020/813/A,,,Unknown,French,"Tribunal de première instance francophone de Bruxelles, section civile (in French)"
BE_3,MT_CFI_Brussels_-_2021_2476_A.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CFI_Brussels_-_2021_2476_A.md,Belgium,CFI Brussels (Belgium),CFI Brussels - 2021/2476/A,Article 77 GDPR1382 Civil code1382 code civil,77,27/05/2022,,,,,,2021/2476/A,,,Unknown,French,noyb (in French)
EU_1,MT_CJEU_-_C-205_21_-_Ministerstvo_na_vatreshnite_raboti.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CJEU_-_C-205_21_-_Ministerstvo_na_vatreshnite_raboti.md,European Union,CJEU,CJEU - C-205/21 - Ministerstvo na vatreshnite raboti,Article 9 GDPRArticle 10 Directive 2016/680Article 4(1) Directive (EU) 2016/680Article 52 Directive 2016/680Article 6(a) Directive 2016/680Article 63 Directive 2016/680Article 8 Directive 2016/680Article 9 Directive 2016/680Nakazatelen kodeks (Bulgarian Criminal Code)Nakazatelno-protsesualen kodeks (Code of Criminal Procedure)zakon sa Ministerstvo na vatreshnite raboti (Law on the Ministry of the Interior)zakon za zashtita na lichnite danni (Law on the protection of personal data),9,26/01/2023,,,,,"Spetsializiran nakazatelen sad (Specialised Criminal Court, Bulgaria)",,ECLI:EU:C:2023:49,,,,
EU_2,MT_CJEU_-_C-245_20_-_Autoriteit_Persoonsgegevens.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CJEU_-_C-245_20_-_Autoriteit_Persoonsgegevens.md,European Union,CJEU,CJEU - C-245/20 - Autoriteit Persoonsgegevens,Article 55(3) GDPR,55,24/03/2022,,,,,Autoriteit PersoonsgegevensXY,,ECLI:EU:C:2022:216,,,,Judgement
EU_3,MT_CJEU_-_C-394_23_Mousse.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CJEU_-_C-394_23_Mousse.md,European Union,CJEU,CJEU - C-394/23 Mousse,Article 5(1)(c) GDPRArticle 6(1)(b) GDPRArticle 6(1)(f) GDPR,,09/01/2025,,,,,Association MousseCNIL,,ECLI:EU:C:2025:2,,,,AG OpinionJudgement
IT_1,MT_Cass.Civ._-_12967_2024.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Cass.Civ._-_12967_2024.md,Italy,Cass.Civ. (Italy),Cass.Civ. - 12967/2024,Article 4(14) GDPRArticle 9(1) GDPR,"4,9",01/02/2024,13/05/2024,,,,Garante per la protezione dei dati personaliUniversità commerciale Luigi Bocconi,12967/2024,ECLI:IT:CASS:2024:12967CIV,Tribunale di Milano (Italy)8174/2022,Not appealed,Italian,Corte Suprema di Cassazione (in Italian)
IT_2,MT_Cass.Civ._-_13073_23.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Cass.Civ._-_13073_23.md,Italy,Cass.Civ. (Italy),Cass.Civ. - 13073/23,Article 82 GDPR,82,19/04/2023,12/05/2023,,,,,13073/23,,,Not appealed,Italian,Supreme Court of Cassation (Italy) (in Italian)
IT_3,MT_Cass.Civ._-_14381_2021.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Cass.Civ._-_14381_2021.md,Italy,Cass.Civ. (Italy),Cass.Civ. - 14381/2021,Article 7 GDPR,7,,25/05/2021,,,,Garante per la Protezione dei Dati PersonaliAssociazione Mevaluate Onlus,14381/2021,,Tribunal of Rome (Italy)Sentenza n. 5715/2018,,Italian,ItalgiureWeb (in Italian)
IT_4,MT_Cass.Civ._-_1_26778_2019.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Cass.Civ._-_1_26778_2019.md,Italy,Cass.Civ. (Italy),Cass.Civ. - 1/26778/2019,Article 5(1)(c) GDPRArticle 1418 Italian Civil Code,,26/06/2019,21/10/2019,,,,Deutsche Bank Italia,1/26778/2019,,Court of Appeal of Genoa (Italy),,Italian,Cass.Civ. (in Italian)
IT_5,MT_Cass.Civ._-_24797_2024.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Cass.Civ._-_24797_2024.md,Italy,Cass.Civ. (Italy),Cass.Civ. - 24797/2024,Article 2(2)(c) GDPRArticle 17(3)(e) GDPRArticle 21(1) GDPRArt. 36 Cost.Art. 24(f) D.Lgs. 196/2003,21,12/07/2024,16/09/2024,,,,,24797/2024,,Tribunale di Venezia (Italy)2286/2021,Not appealed,Italian,Corte di cassazione (in Italian)
IT_6,MT_Cass.Civ._-_6806_2023.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Cass.Civ._-_6806_2023.md,Italy,Cass.Civ. (Italy),Cass.Civ. - 6806/2023,Article 17 GDPR,17,07/03/2023,,,,,,6806/2023,,,Not appealed,Italian,Cass.Civ. (Italy) (in Italian)
IT_7,MT_Cass.Civ._-_9313_2023.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Cass.Civ._-_9313_2023.md,Italy,Cass.Civ. (Italy),Cass.Civ. - 9313/2023,Article 12(5) GDPRArticle 15 GDPR,"12,15",04/04/2023,,,,,ING Bank,9313,,,,Italian,Corte di Cassazione (in Italian)
IT_8,MT_Cass.Civ._Italy_-_27189_2023.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Cass.Civ._Italy_-_27189_2023.md,Italy,Cass.Civ. (Italy),Cass.Civ. (Italy) - 27189/2023,Article 83 GDPRArticle 10 of Legislative Decree No 150 of 2011Article 166 of the Italian Privacy Code,83,14/09/2023,,,,,Garante per la Protezione dei Dati Personali,27189/2023,,,,Italian,Supreme Court of Cassation of Italy (in Italian)
IT_9,MT_Cass.Civ._Italy_-_28358.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Cass.Civ._Italy_-_28358.md,Italy,Cass.Civ. (Italy),Cass.Civ. (Italy) - 28358,Article 7 GDPRArticle 13 of the Italian Privacy Code,7,06/10/2023,10/10/2023,,,,Garante per la protezione dei dati personali,28358,,,,Italian,Supreme Court of Cassation of Italy (in Italian)
FR_39,MT_Cass._-_21-20.979.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Cass._-_21-20.979.md,France,Cour de Cassation (France),Cass. - 21-20.979,Article 5(1)(c) GDPRArticle 6 GDPR,6,03/10/2024,,,,,,21-20.979,ECLI:FR:CCASS:2024:C200859,Cour d'appel de Caen,Unknown,French,Legifrance (in French)
FR_40,MT_Cass._-_CCASS_2023_SO00231.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Cass._-_CCASS_2023_SO00231.md,France,Cour de Cassation (France),Cass. - CCASS:2023:SO00231,Article 4 GDPRArticle 5(1)(a) GDPRArticle 5(1)(b) GDPRArticle 5(1)(f) GDPRArticle 5(1)(e) GDPRArticle 6 GDPRArticle 32 GDPR145 CPC,"4,6,32",,08/03/2023,,,,,CCASS:2023:SO00231,,,,French,Légifrance (in French)
IT_10,MT_CdS_-_202102630.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CdS_-_202102630.md,Italy,CdS (Italy),CdS - 202102630,Article 4(2) GDPRDirective 2005/29,4,18/02/2021,29/03/2021,,,,Facebook Inc.Autorità Garante della Concorrenza e del Mercato,202102630,ECLI:IT:CDS:2021:2630SENT,TAR del Lazio (Italy)202000261,,Italian,Giustizia Amministrativa (in Italian)
IT_11,MT_CdS_-_202102631.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CdS_-_202102631.md,Italy,CdS (Italy),CdS - 202102631,Article 4(2) GDPRDirective 2005/29Codice del Consumo,4,18/02/2021,29/03/2021,,,,Facebook IrelandAutorità Garante della Concorrenza e del Mercato,202102631,ECLI:IT:CDS:2021:2631SENT,TAR del Lazio (Italy)202000260,,Italian,Giustizia Amministrativa (in Italian)
IE_1,MT_Circuit_Court_-_2019_04546.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Circuit_Court_-_2019_04546.md,Ireland,Circuit Court (Ireland),Circuit Court - 2019/04546,Article 5(1)(a) GDPRArticle 6 GDPRArticle 82 GDPR,"6,82",11/07/2023,12/07/2023,,,,,2019/04546,,,Unknown,Spanish,Circuit Court (in Spanish)
IE_2,MT_Circuit_Court_-_IECC_6.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Circuit_Court_-_IECC_6.md,Ireland,Circuit Court (Ireland),Circuit Court - IECC 6,Article 5(1) GDPRArticle 6 GDPRArticle 82 GDPR§71 Data Protection Act,"5,6,82",05/07/2024,09/07/2024,,,,,IECC 6,,,,English,The Courts Service of Ireland (in English)
BE_4,MT_Council_of_State_-_251.378.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Council_of_State_-_251.378.md,Belgium,Council of State (Belgium),Council of State - 251.378,Article 28(1) GDPRArticle 28(3) GDPRArticle 32 GDPRArticle 45 GDPRArticle 46 GDPR,"28,32,45,46",19/08/2021,,,,,"BV QARIN ROTTERDAM, MOBILITY CENTRAL, VLAAMSE GEMEENTSCHAP",251.378,,,Not appealed,Dutch,Raad van State (in Dutch)
BE_5,MT_Council_of_State_-_253.677.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Council_of_State_-_253.677.md,Belgium,Council of State (Belgium),Council of State - 253.677,Article 9 GDPRArticle 28 GDPRArticle 46 GDPR,"9,28,46",06/05/2022,01/06/2022,,,,CIBES vs Vivalia3M Belgium,253.677,,,Withdrawal of complaint,French,Council of State (in French) Withdrawal of the case (in )
LU_2,MT_Cour_Administrative_-_48964C.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Cour_Administrative_-_48964C.md,Luxembourg,Cour Administrative (Luxembourg),Cour Administrative - 48964C,Article 77(2) GDPRArticle 78(2) GDPRArticle 55 National Data Protection Law,"77,78",28/11/2023,,,,,,48964C,,,,French,Cour Administrative (in French)
LU_3,MT_Cour_Administrative_-_49701C.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Cour_Administrative_-_49701C.md,Luxembourg,Cour Administrative (Luxembourg),Cour Administrative - 49701C,"Article 2(2)(b) GDPRArticle 2(2)(d) GDPRArticle 4(1) GDPRArticle 17(3)(b) GDPRArticle 18(1)(b) GDPRArticle 96 GDPRArticle 25 and 26 of Directive 95/46 ECArticle 267 (3), of the Treaty on the Functioning of the European Union (TFUE)Art. 11 of the Luxembourg ConstitutionLuxembourg law of the 1st August 2018 about the organisation of the Commission Nationale pour la Protection des Données (CNPD, the Luxembourg data protection supervisory authority) and the implementation of Regulation (EU) 2016/679 replacing Directive 95/46 ECLuxembourg law of the 2nd August 2002 about the implementation of Directive 95/46 ECLuxembourgForeign Account Tax Compliance Act « loi du 24 juillet 2015","4,96",12/12/2024,13/12/2024,,,,ASBL AA and B v. Direct Tax Administration (ACD),49701C,LU:CADM:2024:49701,Administrative Tribunal (Luxembourg)45851,Unknown,French,https://ja.public.lu/45001-50000/49701C.pdf (in French)
IE_3,MT_Court_of_Appeal_-_2021_IECA_53.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Court_of_Appeal_-_2021_IECA_53.md,Ireland,Court of Appeal (Ireland),Court of Appeal - (2021) IECA 53,Article 4(11) GDPRArticle 5 GDPR,"4,5",,19/02/2021,,,,Shawl Property Investments LimitedA. and B.,(2021) IECA 53,,,,English,(Unapproved).pdf/pdf The Court Services of Ireland (in English)
IE_4,MT_Court_of_Appeal_-_IECA_152.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Court_of_Appeal_-_IECA_152.md,Ireland,Court of Appeal (Ireland),Court of Appeal - IECA 152,Article 77 GDPR,77,24/06/2024,,,,,Johnny RyanIrish Data Protection Commission,IECA 152,,,Unknown,English,The Courts Service of Ireland (in English)
BE_6,MT_Court_of_Appeal_of_Brussels_-_2019_AR_1006.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Court_of_Appeal_of_Brussels_-_2019_AR_1006.md,Belgium,Court of Appeal of Brussels (Belgium),Court of Appeal of Brussels - 2019/AR/1006,Article 16 GDPR,16,09/10/2019,,,,,,2019/AR/1006,,APD/GBA (Belgium),,Dutch,gegevensbeschermingsautoriteit.be (in Dutch)
BE_7,MT_Court_of_Appeal_of_Brussels_-_2019_AR_1234.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Court_of_Appeal_of_Brussels_-_2019_AR_1234.md,Belgium,Court of Appeal of Brussels (Belgium),Court of Appeal of Brussels - 2019/AR/1234,Article 12 GDPRArticle 15 GDPR,"12,15",23/10/2019,,,,,"The Federal Public Service (FPS) Health, Food Chain Safety and Environment",2019/AR/1234,,APD/GBA (Belgium)05/2019,Not appealed,Dutch,APD/GBA (in Dutch)
BE_8,MT_Court_of_Appeal_of_Brussels_-_2019_AR_1600.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Court_of_Appeal_of_Brussels_-_2019_AR_1600.md,Belgium,Court of Appeal of Brussels (Belgium),Court of Appeal of Brussels - 2019/AR/1600,Article 5(1)(c) GDPRArticle 6(1) GDPRArticle 13(1)(c) GDPRArticle 13(1)(e) GDPRArticle 13(2)(a) GDPR,6,19/02/2020,,,,,Liquor storeBelgian DPA,,,,,Dutch,Hof van beroep Brussel (in Dutch)
BE_9,MT_Court_of_Appeal_of_Brussels_-_2020_AR_1111.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Court_of_Appeal_of_Brussels_-_2020_AR_1111.md,Belgium,Court of Appeal of Brussels (Belgium),Court of Appeal of Brussels - 2020/AR/1111,Article 3(1) GDPRArticle 3(2) GDPRArticle 17(1)(c) GDPRArticle 58(2) GDPR,"3,58",30/06/2021,30/06/2021,,,,,2020/AR/1111,,APD/GBA (Belgium)37/2020,Unknown,French,APD/GBA (Belgium) (in French)
