id,file_name,source_path,jurisdiction,court,title,relevant_law,gdpr_articles,decided,published,fine,fine_amount,fine_currency,parties,national_case_number_name,european_case_law_identifier,appeal_from,appeal_to,original_languages,original_source
NL_1,MT_ABRvS_-_202202760_1_A3.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ABRvS_-_202202760_1_A3.md,Netherlands,ABRvS (Netherlands),ABRvS - 202202760/1/A3,Article 15 GDPRArticle 6(1) ECHR (right to a fair hearing within a reasonable time),15,02/07/2025,,,,,Appellant A and Appellant B (residents of Almere) versus College van burgemeester en wethouders van Almere (Municipal Executive of Almere),202202760/1/A3,ECLI:NL:RVS:2025:2997,District Court Midden-Nederland20/1726,Unknown,Dutch,De Rechtspraak (in Dutch)
SE_1,MT_AD_-_AD_2021_nr_23.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AD_-_AD_2021_nr_23.md,Sweden,AD (Sweden),AD - AD 2021 nr 23,"Article 6(1)(c) GDPRChaper 2, § 1 GDPR-implementation act",,20/09/2020,26/05/2021,,,,Fiedler & Lundgren ABSwedish Food Workers’ UnionThe Swedish Food Federation,AD 2021 nr 23,,,,Swedish,Decision (in Swedish)
DE_1,MT_AG_Diez_8_C_130_18_7.11.2018.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AG_Diez_8_C_130_18_7.11.2018.md,Germany,AG Diez (Germany),AG Diez 8 C 130/18 7.11.2018,Article 6 GDPRArticle 82 GDPR,"6,82",07/11/2018,,,,,,8 C 130/18,,,,German,openjur.de (in German)
DE_2,MT_AG_Düsseldorf_-_2_Ca_4416_23.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AG_Düsseldorf_-_2_Ca_4416_23.md,Germany,AG Düsseldorf (Germany),AG Düsseldorf - 2 Ca 4416/23,Article 15 GDPRArticle 82(1) GDPR,"15,82",15/02/2024,08/05/2024,,,,AB,2 Ca 4416/23,ECLI:DE:ARBGD:2024:0215.2CA4416.23.00,,Pending appealLAG Düsseldorf (Germany)4 SLa 235/24,German,Justiz NRW (in German)
DE_3,MT_AG_Düsseldorf_-_51_C_206_23.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AG_Düsseldorf_-_51_C_206_23.md,Germany,AG Düsseldorf (Germany),AG Düsseldorf - 51 C 206/23,Article 12 GDPRArticle 12(6) GDPRArticle 15(1) GDPRArticle 15(2) GDPRArticle 15(3) GDPRArticle 82(1) GDPR,"12,15,82",17/08/2023,24/08/2023,,,,,51 C 206/23,ecli:DE:AGD:2023:0824.51C206.23.00,,Unknown,German,Justiz (in German)
DE_4,MT_AG_Frankfurt_am_Main_-_30087_C_102_24.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AG_Frankfurt_am_Main_-_30087_C_102_24.md,Germany,AG Frankfurt am Main (Germany),AG Frankfurt am Main - 30087 C 102/24,Article 15 GDPR,15,08/05/2025,05/08/2025,,,,,30087 C 102/24,ECLI:DE:AGFFM:2025:0508.30087C102.24.00,,Unknown,German,Hessenrecht (in German)
DE_5,MT_AG_Frankfurt_am_Main_-_31_C_2043_22_78.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AG_Frankfurt_am_Main_-_31_C_2043_22_78.md,Germany,AG Frankfurt am Main (Germany),AG Frankfurt am Main - 31 C 2043/22 (78),Article 4 GDPRArticle 15(3) GDPRArticle 15(4) GDPR,"4,15",14/03/2023,,,,,,31 C 2043/22 (78),ECLI:DE:AGFFM:2023:0314.31C2043.22.78.00,,Unknown,German,Citizen Service Hessenrecht (in German)
DE_6,MT_AG_Hamburg-Bergedorf_-_410d_C_197_20.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AG_Hamburg-Bergedorf_-_410d_C_197_20.md,Germany,AG Hamburg-Bergedorf (Germany),AG Hamburg-Bergedorf - 410d C 197/20,Article 6(1) GDPRArticle 82(1) GDPRArticle 83(2) GDPRArticle 2(a) Directive 2006/114§ 253 BGB§ 823(1) BGB§ 1004(1)(2) BGB,"6,82,83",07/12/2020,,,,,,410d C 197/20,,,Unknown,German,Landesrecht-Hamburg (in German)
DE_7,MT_AG_Lörrach_-_3_C_112_24.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AG_Lörrach_-_3_C_112_24.md,Germany,AG Lörrach (Germany),AG Lörrach - 3 C 112/24,Article 6(1)(a) GDPRArticle 82(1) GDPR§ 253 ZPO§ 812(1) BGB,82,28/10/2024,,,,,,3 C 112/24,ECLI:DE:AGLOERR:2024:1028.3C112.24.00,,Unknown,German,Landesrecht BW (in German)
DE_8,MT_AG_Lörrach_-_3_C_29_23.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AG_Lörrach_-_3_C_29_23.md,Germany,AG Lörrach (Germany),AG Lörrach - 3 C 29/23,Article 15(1) GDPR,15,20/12/2024,,,,,,3 C 29/23,ECLI:EN:AGLOERR:2024:1220.3C29.23.00,,Unknown,German,Baden-Württemberg State law BW (in German)
DE_9,MT_AG_München_-_122_C_11829_24.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AG_München_-_122_C_11829_24.md,Germany,AG München (Germany),AG München - 122 C 11829/24,Article 5(1)(a) GDPRArticle 82(1) GDPR,82,13/02/2025,,,,,Facebook,122 C 11829/24,,,,German,AG Munich (in German)
DE_10,MT_AG_München_-_178_C_13527_22.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AG_München_-_178_C_13527_22.md,Germany,AG München (Germany),AG München - 178 C 13527/22,Article 82 GDPR,82,08/02/2023,,,,,Facebook,178 C 13527/22,,,Unknown,German,AG München (Germany) (in German)
DE_11,MT_AG_München_-_322_C_3109_23_2.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AG_München_-_322_C_3109_23_2.md,Germany,AG München (Germany),AG München - 322 C 3109/23 (2),Article 6(1)(f) GDPRArticle 17(1)(a) GDPRArticle 17(1)(d) GDPR,,26/07/2023,,,,,,322 C 3109/23 (2),ECLI:DE:AGMUENC:2023:0726.322C3109.23.2.0A,,Not appealed,German,Bayerische Staatskanzlei (in German)
DE_12,MT_AG_Pankow_-_4_C_199_21.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AG_Pankow_-_4_C_199_21.md,Germany,AG Pankow (Germany),AG Pankow - 4 C 199/21,Article 15 GDPRArticle 18(1)(c) GDPR§ 275(2) BGB,15,28/03/2022,,,,,Paul StrobachS-Bahn Berlin GmbH,4 C 199/21,,,PendingLG Berlin (Germany),German,Rewis (in German)
DE_13,MT_AG_Pfaffenhofen_a._d._Ilm_-_2_C_133_21.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AG_Pfaffenhofen_a._d._Ilm_-_2_C_133_21.md,Germany,AG Pfaffenhofen a. d. Ilm (Germany),AG Pfaffenhofen a. d. Ilm - 2 C 133/21,Article 6(1)(a) GDPRArticle 6(1)(f) GDPRArticle 6(1) GDPRArticle 14 GDPRArticle 14(2)(f) GDPRArticle 15 GDPRArticle 15(1)(g) GDPRArticle 82 GDPR§ 7 (2) UWG,"6,14,15,82",09/09/2021,,,,,,2 C 133/21,,,Unknown,German,Bayern.Recht (in German)
DE_14,MT_AG_Pforzheim_-_4_C_1845_21.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AG_Pforzheim_-_4_C_1845_21.md,Germany,AG Pforzheim (Germany),AG Pforzheim - 4 C 1845/21,Article 12(5) GDPRArticle 15 GDPR,"12,15",05/08/2022,05/08/2022,,,,,4 C 1845/21,ECLI:DE:AGPFORZ:2022:0805.4C1845.21.00,,,German,beck-online (subscriber access only) (in German)
DE_15,MT_AG_Singen_Hohentwiel_-_11_C_157_24.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AG_Singen_Hohentwiel_-_11_C_157_24.md,Germany,AG Singen (Hohentwiel) (Germany),AG Singen (Hohentwiel) - 11 C 157/24,Article 6(1)(f) GDPRArticle 82(1) GDPR,82,16/07/2025,,,,,,11 C 157/24,,,Unknown,German,AG Singen (in German)
DE_16,MT_AG_Wesel_-_30_C_138_21.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AG_Wesel_-_30_C_138_21.md,Germany,AG Wesel (Germany),AG Wesel - 30 C 138/21,Article 5(1)(d) GDPRArticle 82(1) GDPR,82,23/07/2025,,,,,,30 C 138/21,,,,German,AG Wesel (in German)
ES_1,MT_AN_-_0000104_2021.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AN_-_0000104_2021.md,Spain,AN (Spain),AN - 0000104/2021,Article 57(1)(f) GDPR,,23/12/2022,,,,,BBVAAEPD,0000104/2021,ECLI:ES:AN:2022:6460,AEPD (Spain)PS/00070/2019,Unknown,Spanish,Audiencia Nacional (in Spanish)
ES_2,MT_AN_-_2185_2021.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AN_-_2185_2021.md,Spain,AN (Spain),AN - 2185/2021,"Article 3(2)(b) GDPRLey 29/1998, de 13 de julio, reguladora de la Jurisdicción Contencioso-administrativa",,27/06/2024,,,,,AEPD,2185/2021 (Appeal number - Número de Recurso),,AEPD (Spain)E/04461/2021,Unknown,Spanish,Audiencia Nacional - Sala de lo Contencioso-Administrativo (in Spanish)
ES_3,MT_AN_-_2967_2021.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AN_-_2967_2021.md,Spain,AN (Spain),AN - 2967/2021,Article 6(1)(f) GDPRArticle 83(5) GDPR,83,02/07/2021,22/07/2021,,,,EQUIFAX IBERICA S.L.,2967/2021,ECLI:ES:AN:2021:2967,AEPD (Spain)PS/00451/2019,,Spanish,CENDOJ (in Spanish)
ES_4,MT_AN_-_578_2021.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AN_-_578_2021.md,Spain,AN (Spain),AN - 578/2021,Article 5(1)(d) GDPR,,26/02/2021,,,,,"Canary Island Cars, S.L.",578/2021,ECLI:ES:AN:2021:578,AEPD (Spain)PS/00385/2018,Unknown,Spanish,Consejo General del Poder Judicial (in Spanish)
ES_5,MT_AN_-_SAN_3073_2022.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AN_-_SAN_3073_2022.md,Spain,AN (Spain),AN - SAN 3073/2022,Article 5(1)(c) GDPR,,27/06/2022,21/09/2022,,,,GLOBAL SALES SOLUTIONS LINE SLUCONFEDERACION GENERAL DEL TRABAJO (CGT)FEDERACION DE SERVICIOS CCOO (CCOO)GRUPO UNITONOGRUPO AVANZA,SAN 3073/2022,ECLI:ES:AN:2022:3073,,,Spanish,CENDOJ (in Spanish)
CY_1,MT_Administrative_Court_-_14_2020.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Administrative_Court_-_14_2020.md,Cyprus,Διοικητικού Δικαστηρίου (Cyprus),Administrative Court - 14/2020,Article 6(1)(f) GDPR,,23/01/2024,,,,,LGS Handling LtdLouis Travel LtdLouis Aviation Ltd,14/2020,,,,Greek,CyLaw (in Greek)
SE_2,MT_Administrative_Court_Stockholm_-_Mål_nr_1930-23.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Administrative_Court_Stockholm_-_Mål_nr_1930-23.md,Sweden,FiS (Sweden),Administrative Court Stockholm - Mål nr 1930-23,Article 32(1) GDPR,32,,,,,,Hälso- och sjukvårdsnämnden i Region DalarnaIntegritetsskyddsmyndigheten,Mål nr 1930-23,,,Not appealed,Swedish,Mål nr 1930-23 (in Swedish)
LU_1,MT_Administrative_court_Luxembourg_-_45128.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Administrative_court_Luxembourg_-_45128.md,Luxembourg,TA Luxembourg (Luxembourg),Administrative court Luxembourg - 45128,Article 6(1)(e) GDPR,,27/09/2022,26/10/2022,,,,,45128,,,,French,Administrative courts of Luxembourg (in French)
DE_17,MT_ArbG_Bonn_-_5_Ca_663_24.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ArbG_Bonn_-_5_Ca_663_24.md,Germany,ArbG Bonn (Germany),ArbG Bonn - 5 Ca 663/24,Article 6(1)(b) GDPRArticle 6(1)(f) GDPRArticle 82 GDPR§ 26 Abs. 1 BDSG§ 79a BetrVG,82,20/11/2024,16/12/2024,,,,,5 Ca 663/24,ECLI:DE:ARBGBN:2024:1120.5CA663.24.00,,Unknown,German,justiz.nrw (in German)
DE_18,MT_ArbG_Duisburg_-_3_Ca_77_24.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ArbG_Duisburg_-_3_Ca_77_24.md,Germany,ArbG Duisburg (Germany),ArbG Duisburg - 3 Ca 77/24,Article 9 GDPRArticle 82(1) GDPR,"9,82",09/09/2024,16/12/2024,,,,,3 Ca 77/24,ECLI:DE:ARBGDU:2024:0926.3CA77.24.00,,Unknown,German,justiz.nrw (in German)
DE_19,MT_ArbG_Duisburg_-_5_Ca_877_23.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ArbG_Duisburg_-_5_Ca_877_23.md,Germany,ArbG Duisburg (Germany),ArbG Duisburg - 5 Ca 877/23,Article 12 GDPRArticle 12(3) GDPRArticle 15 GDPR§121 BGB,"12,15",03/11/2023,,,,,,5 Ca 877/23,,,Unknown,German,Justiz NRW online (in German)
DE_20,MT_ArbG_Düsseldorf_-_9_Ca_6557_18.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ArbG_Düsseldorf_-_9_Ca_6557_18.md,Germany,ArbG Düsseldorf (Germany),ArbG Düsseldorf - 9 Ca 6557/18,Article 6(1)(c) GDPRArticle 6(1)(f) GDPRArticle 6(1)(d) GDPRArticle 15(1) GDPRArticle 15(2) GDPRArticle 15(3) GDPRArticle 82(1) GDPRArticle 8(2) CFRArticle 4(3) TEUArticle 1(1) GGArticle 2(1) GG§ 130(1) BGB§ 253(2)2 ZPO§ 26 BDSG§ 275(1) BGB§ 286 ZPO§ 286(1) ZPO§ 288 (1) BGB§ 291 BGB§ 362(1) BGB§ 823(1) BGB,"15,82",05/03/2020,,,,,,9 Ca 6557/18,ECLI:DE:ARBGD:2020:0305.9CA6557.18.00,,Pending appealLAG Düsseldorf (Germany)14 Sa 294/20,German,NRWE (in German)
DE_21,MT_ArbG_Heilbronn_-_8_Ca_135_22.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ArbG_Heilbronn_-_8_Ca_135_22.md,Germany,ArbG Heilbronn (Germany),ArbG Heilbronn - 8 Ca 135/22,Article 38(3) GDPR§ 38(2) BDSG§ 6(4) BDSG§ 626 BGB,38,29/09/2022,,,,,,8 Ca 135/22,,,Unknown,German,LRBW (in German)
DE_22,MT_ArbG_Kaiserslautern_-_4_Ca_488_21.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ArbG_Kaiserslautern_-_4_Ca_488_21.md,Germany,ArbG Kaiserslautern (Germany),ArbG Kaiserslautern - 4 Ca 488/21,Article 6(1)(f) GDPR§ 1004 (1) BGB§ 823 Abs. 1 BGBArt. 1 GGArt. 2 GG,,25/01/2022,31/08/2022,,,,EmployeeCare Service,4 Ca 488/21,,,Unknown,German,openJur (in German)
DE_23,MT_ArbG_Köln_-_18_Ca_6830_21.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ArbG_Köln_-_18_Ca_6830_21.md,Germany,ArbG Köln (Germany),ArbG Köln - 18 Ca 6830/21,Article 6(1)(c) GDPRArticle 6(1)(e) GDPR§ 28b IfSG (German Infection Protection Act) old version,,23/03/2022,,,,,,18 Ca 6830/21,ECLI:DE:ARBGK:2022:0323.18CA6830.21.00,,Unknown,German,Rechtsprechungsdatenbank der Gerichte in Nordrhein-Westfalen (in German)
DE_24,MT_ArbG_Oldenburg_-_3_Ca_150_21.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ArbG_Oldenburg_-_3_Ca_150_21.md,Germany,ArbG Oldenburg (Germany),ArbG Oldenburg - 3 Ca 150/21,Article 12 GDPRArticle 15 GDPRArticle 82 GDPR,"12,15,82",09/02/2023,15/03/2023,,,,,3 Ca 150/21,,,Unknown,German,Beck Online (in German)
BG_1,MT_BAC_Bulgaria_-_11179.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BAC_Bulgaria_-_11179.md,Bulgaria,BAC (Bulgaria),BAC (Bulgaria) - № 11179,Article 5(1)(c) GDPR,,20/08/2020,,,,,Administrative body: Regional Inspectorate for Environment and Water - MontanaData subject: I.Nikolov,№ 11179,,Administrative Court of Montana (Bulgaria)592 / 25.11.2019,,Bulgarian,Official website of SAC (in Bulgarian)
BG_2,MT_BAC_Bulgaria_-_2606_2021.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BAC_Bulgaria_-_2606_2021.md,Bulgaria,BAC (Bulgaria),BAC (Bulgaria) - 2606/2021,Article 4(12) GDPRArticle 24 GDPRArticle 32 GDPRArticle 33 GDPRArticle 57(1)(a) GDPRArticle 58(2)(d) GDPRArticle 83(2) GDPRArticle 45(1)(6) of the Bulgarian Personal Data Protection ActArticle 59(1) of the Bulgarian Personal Data Protection ActArticle 64 of the Bulgarian Personal Data Protection ActArticle 66(1) and (2) of the Bulgarian Personal Data Protection ActArticle 67 of the Bulgarian Personal Data Protection ActArticle 68 of the Bulgarian Personal Data Protection ActArticle 209(2) and 209(3) of the Bulgarian Administrative Procedure Code,"4,24,32,33,83",,13/07/2021,,,,Complainant (Bulgarian citizen)National Revenue Agency (NRA) of Bulgaria,2606/2021,,ACSC (Bulgaria)7209/2020,,Bulgarian,Supreme Administrative Court of the Republic of Bulgaria (in Bulgarian)
BG_3,MT_BAC_Bulgaria_-_6515.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BAC_Bulgaria_-_6515.md,Bulgaria,BAC (Bulgaria),BAC (Bulgaria) - № 6515,Article 6(1)(a) GDPRArticle 6(1)(b) GDPRArticle 6(1)(c) GDPRBulgarian Energy Act,,29/06/2022,,,,,,ВАС - № 6515,,Administrative Court of Sofia-city6611,Not appealed,Bulgarian,Върховния административен съд (in Bulgarian)
DE_25,MT_BAG_-_2_AZR_225_20.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BAG_-_2_AZR_225_20.md,Germany,BAG (Germany),BAG - 2 AZR 225/20,Article 38(3) GDPR,38,25/08/2022,,,,,,2 AZR 225/20,,ArbG NürnbergAz. 3 Ca 4080/18,Unknown,German,Rewis (in German)
DE_26,MT_BAG_-_2_AZR_235_21.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BAG_-_2_AZR_235_21.md,Germany,BAG (Germany),BAG - 2 AZR 235/21,Article 15(1) GDPRArticle 15(3) GDPR§ 253(2)(Nr. 2) ZPO,15,16/12/2021,,,,,,2 AZR 235/21,,LAG Baden-Württemberg (Germany)21 Sa 43/20,,German,openJur (in German)
DE_27,MT_BAG_-_2_AZR_296_22.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BAG_-_2_AZR_296_22.md,Germany,BAG (Germany),BAG - 2 AZR 296/22,Article 17(1)(d) GDPRArticle 17(3)(e) GDPR,,29/06/2023,,,,,,2 AZR 296/22,,,Not appealed,German,OpenJur (in German)
DE_28,MT_BAG_-_8_AZR_117_24.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BAG_-_8_AZR_117_24.md,Germany,BAG (Germany),BAG - 8 AZR 117/24,Article 6(1)(b) GDPRArticle 14(1)(d) GDPR,,05/07/2025,,,,,,8 AZR 117/24,,LAG Düsseldorf12 Sa 1007/23,Not appealed,German,BAG (in German)
DE_29,MT_BAG_-_8_AZR_225_23.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BAG_-_8_AZR_225_23.md,Germany,BAG (Germany),BAG - 8 AZR 225/23,Article 9 GDPRArticle 82(1) GDPR§ 26(3) of the German Federal Data Protection Act (BDSG),"9,82",25/07/2024,,,,,Employee versus Employer,8 AZR 225/23,,Landesarbeitsgericht Düsseldorf12 Sat 18/23,Unknown,German,Rewis (in German)
DE_30,MT_BAG_-_8_AZR_253_20.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BAG_-_8_AZR_253_20.md,Germany,BAG (Germany),BAG - 8 AZR 253/20,Article 2(1) GDPRArticle 4(1) GDPRArticle 4(2) GDPRArticle 4(7) GDPRArticle 4(15) GDPRArticle 5(1)(a) GDPRArticle 5(1)(f) GDPRArticle 6(1) GDPRArticle 6(3) GDPRArticle 9(1) GDPRArticle 9(2)(h) GDPRArticle 9(3) GDPRArticle 32(1)(a) GDPRArticle 32(1)(b) GDPRArticle 82(1) GDPRArticle 99(2) GDPR§ 22(2) BDSG§ 276(2) SGB V§ 35(2)(2) SGB I,"2,4,6,9,82,99",20/06/2024,,,,,EmployeeMedizinischer Dienst Nordrhein [North Rhine Medical Service],8 AZR 253/20,ECLI:DE:BAG:2024:200624.U.8AZR253.20.0,[[:Category:LAG Düsseldorf [Germany]|LAG Düsseldorf [Germany]]]12 Sa 186/19,Unknown,German,BAG (in German)
DE_31,MT_BAG_-_9_AZR_383_19.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BAG_-_9_AZR_383_19.md,Germany,BAG (Germany),BAG - 9 AZR 383/19,Article 38(3) GDPRArticle 38(6) GDPR§ 38(2) BDSG§ 4f(2) BDSG (a.F.)§ 4f(3) BDSG (a.F.)§ 6(4) BDSG§ 626 BGB,38,06/06/2023,09/06/2023,,,,,9 AZR 383/19,ECLI:DE:BAG:2023:060623.U.9AZR383.19.0,,,German,BAG (in German)
DE_32,MT_BFH_-_IX_R_25_22.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BFH_-_IX_R_25_22.md,Germany,BFH (Germany),BFH - IX R 25/22,Article 15 GDPRArticle 14(5)(b) GDPRArticle 12(5)(b) GDPRArticle 23(2)(c) GDPR§ 32c AO,15,14/01/2025,08/03/2025,,,,,IX R 25/22,ECLI:DE:BFH:2025:U.140125.IXR25.22.0,FG Thüringen4 K 660/20,Unknown,German,BFH (in German)
DE_33,MT_BFH_-_IX_R_2_23.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BFH_-_IX_R_2_23.md,Germany,BFH (Germany),BFH - IX R 2/23,Article 15 GDPRArticle 79 GDPR§ 40(1) Alt. 2 FGO,"15,79",06/05/2025,,,,,Data Subject verus Finanzamt (FA),IX R 2/23,,Finanzgericht Nürnberg5 K 246/21,Unknown,German,OpenJur (in German)
DE_34,MT_BFH_-_IX_R_35_21.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BFH_-_IX_R_35_21.md,Germany,BFH (Germany),BFH - IX R 35/21,Article 12(5) GDPRArticle 12(5)(a) GDPRArticle 12(5)(b) GDPRArticle 15(1) GDPRArticle 15(3) GDPR,"12,15",12/03/2024,,,,,Finanzamt,IX R 35/21,ECLI:DE:BFH:2024:U.120324.IXR35.21.0,FG Berlin-Brandenburg (Germany)16 K 5148/20,Not appealed,German,Bundesfinanzhof (in German)
DE_35,MT_BFH_-_IX_R_6_23.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BFH_-_IX_R_6_23.md,Germany,BFH (Germany),BFH - IX R 6/23,Article 4(1) GDPRArticle 4(2) GDPRArticle 6(1)(c) GDPRArticle 6(1)(e) GDPR§ 29b AO§ 97(1) AO,4,13/08/2024,,,,,,IX R 6/23,ECLI:DE:BFH:2024:U.130824.IXR6.23.0,FG Nürnberg (Germany)3 K 596/22,Not appealed,German,Bundesfinanzhof (in German)
DE_36,MT_BGH_-_II_ZB_7_23.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BGH_-_II_ZB_7_23.md,Germany,BGH (Germany),BGH - II ZB 7/23,Article 17 GDPRArticle 18 GDPRArticle 21 GDPR§ 10a(3) HGB§ 395 FamFG,"17,18,21",23/01/2024,,,,,CEE Projekte Verwaltung GmbH,II ZB 7/23,ECLI:DE:BGH:2024:230124BIIZB7.23.0,OLG Celle (Germany)9 W 16/23,,German,rechtsprechung-im-internet.de (in German)
DE_37,MT_BGH_-_IV_ZR_177_22.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BGH_-_IV_ZR_177_22.md,Germany,BGH (Germany),BGH - IV ZR 177/22,Article 4(1) GDPRArticle 15(1) GDPRArticle 15(3) GDPR§ 242 BGB,"4,15",27/09/2023,,,,,,IV ZR 177/22,ECLI:DE:BGH:2023:270923UIVZR177.22.0,OLG Frankfurt3 U 266/21,,German German,BGH (in German) rechtsprechung-im-internet.de (in German)
DE_38,MT_BGH_-_IV_ZR_204_23.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BGH_-_IV_ZR_204_23.md,Germany,BGH (Germany),BGH - IV ZR 204/23,Article 15 GDPR,15,19/03/2025,01/04/2025,,,,,IV ZR 204/23,,OLG Koblenz (Germany)10 U 1556/22,Not appealed,German,juris (in German)
DE_39,MT_BGH_-_I_ZR_186_17.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BGH_-_I_ZR_186_17.md,Germany,BGH (Germany),BGH - I ZR 186/17,Article 12(1) GDPRArticle 80(2) GDPR,"12,80",27/03/2025,,,,,,I ZR 186/17,,CJEUC-757/22,Not appealed,German,Rewis (in German)
DE_40,MT_BGH_-_I_ZR_223_19.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BGH_-_I_ZR_223_19.md,Germany,BGH (Germany),BGH - I ZR 223/19,Article 9 GDPR,9,27/03/2025,01/05/2025,,,,,I ZR 223/19,,CJEUC-21/23,Not appealed,German,Rewis (in German)
DE_41,MT_BGH_-_I_ZR_2_21.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BGH_-_I_ZR_2_21.md,Germany,BGH (Germany),BGH - I ZR 2/21,Article 6(1)(f) GDPRArticle 85(1) GDPRArticle 85(2) GDPRArticle 4(1) GDPR§ 22 KUG§ 23 KUG,"4,85",24/02/2022,,,,,Tina TurnerCofo Entertainment,I ZR 2/21,,LG Köln (Germany)I-15 U 37/20,,German,BGH (in German)
